"id","longitude","latitude","address","type"
"FaID.0604",-112.082829893,33.408654219,"715 W RIVERSIDE ST PHOENIX AZ 85041","candidate location"
"FaID.0605",-111.6830438,33.3065419714,"6935 E WILLIAMS FIELD RD MESA AZ 85212","candidate location"
"FaID.0606",-111.807248334,33.2600946344,"3200 S COOPER RD CHANDLER AZ 85286","candidate location"
"FaID.0607",-112.149719882,33.8741195548,"4250 W ANTHEM WAY PHOENIX AZ 85086","candidate location"
"FaID.0608",-111.699939835,33.4132860245,"6063 E ARBOR AVE MESA AZ 85206","candidate location"
"FaID.0609",-112.078469277,33.4426313565,"510 S 3RD AVE PHOENIX AZ 85003","candidate location"
"FaID.0610",-111.979031825,33.381331952,"7202 S 48TH ST PHOENIX AZ 85042","candidate location"
"FaID.0611",-111.867928062,33.2137856429,"25630 S BRENTWOOD DR SUN LAKES AZ 85248","candidate location"
"FaID.0612",-112.055405604,33.4344519895,"1421 S 12TH ST PHOENIX AZ 85034","candidate location"
"FaID.0613",-111.800890143,33.3638269178,"511 W GUADALUPE RD GILBERT AZ 85233","candidate location"
"FaID.0614",-112.003997395,33.5820354628,"3601 E SHEA BLVD PHOENIX AZ 85028","candidate location"
"FaID.0615",-111.951704563,33.4117074538,"1619 S HARDY DR TEMPE AZ 85281","candidate location"
"FaID.0616",-112.286438044,33.6953479411,"10545 W PINNACLE PEAK RD PEORIA AZ 85383","candidate location"
"FaID.0617",-112.172804048,33.5815626229,"5245 W PEORIA AVE GLENDALE AZ 85302","candidate location"
"FaID.0618",-111.985904418,33.4917653816,"3811 N 44TH ST PHOENIX AZ 85018","candidate location"
"FaID.0619",-112.318696264,33.6125691298,"14117 N VERBENA ST EL MIRAGE AZ 85335","candidate location"
"FaID.0620",-111.831792273,33.4328229336,"22 W 9TH PL MESA AZ 85201","candidate location"
"FaID.0621",-112.077236524,33.3508059662,"10409 S CENTRAL AVE PHOENIX AZ 85042","candidate location"
"FaID.0622",-111.691171147,33.40952859,"6458 E BROADWAY RD MESA AZ 85206","candidate location"
"FaID.0623",-111.82702689,33.3338650196,"835 E WARNER RD CHANDLER AZ 85225","candidate location"
"FaID.0624",-112.37496388,33.6607677849,"14505 W GRANITE VALLEY DR SUN CITY WEST AZ 85375","candidate location"
"FaID.0625",-112.198930167,33.4953691752,"6440 W INDIAN SCHOOL RD PHOENIX AZ 85033","candidate location"
"FaID.0626",-112.282576472,33.5982080594,"10331 W COGGINS DR SUN CITY AZ 85351","candidate location"
"FaID.0627",-112.005799139,33.4809678892,"3502 E THOMAS RD PHOENIX AZ 85018","candidate location"
"FaID.0628",-111.613959824,33.437343641,"10036 E BROWN RD MESA AZ 85207","candidate location"
"FaID.0629",-111.675788463,33.417431538,"111 N SUNVALLEY BLVD MESA AZ 85207","candidate location"
"FaID.0630",-111.90261437,33.5377202431,"8201 E INDIAN BEND RD SCOTTSDALE AZ 85250","candidate location"
"FaID.0631",-111.85230091,33.4011437692,"950 W 8TH AVE MESA AZ 85210","candidate location"
"FaID.0632",-112.141084927,33.8513821383,"40404 N GAVILAN PEAK PKWY PHOENIX AZ 85086","candidate location"
"FaID.0633",-112.119899428,33.5742786366,"9801 N METRO PKWY E PHOENIX AZ 85051","candidate location"
"FaID.0634",-111.901334648,33.5050470876,"4640 N GRANITE REEF RD SCOTTSDALE AZ 85251","candidate location"
"FaID.0635",-111.68384401,33.4441467812,"1525 N POWER RD MESA AZ 85205","candidate location"
"FaID.0636",-111.778350291,33.450264308,"1911 N 24TH ST MESA AZ 85213","candidate location"
"FaID.0637",-111.87326501,33.5973416477,"9610 E CACTUS RD SCOTTSDALE AZ 85260","candidate location"
"FaID.0638",-112.20216825,33.4918897562,"3825 N 67TH AVE PHOENIX AZ 85033","candidate location"
"FaID.0639",-112.265603283,33.6582114597,"19251 N WESTBROOK PKWY PEORIA AZ 85382","candidate location"
"FaID.0640",-111.68496895,33.4694694263,"2936 N POWER RD MESA AZ 85215","candidate location"
"FaID.0641",-111.813957811,33.5792450172,"10250 N 124TH ST SCOTTSDALE AZ 85259","candidate location"
"FaID.0642",-111.855602857,33.4284674247,"745 N ALMA SCHOOL RD MESA AZ 85201","candidate location"
"FaID.0643",-111.708989042,33.5871497602,"17210 E AMHURST DR FOUNTAIN HILLS AZ 85268","candidate location"
"FaID.0644",-112.076022471,33.3927552262,"200 W SOUTHERN AVE PHOENIX AZ 85041","candidate location"
"FaID.0645",-112.102732173,33.4406417436,"2010 W SHERMAN ST PHOENIX AZ 85009","candidate location"
"FaID.0646",-112.130112431,33.5087853006,"3302 W COLLEGE DR PHOENIX AZ 85017","candidate location"
"FaID.0647",-111.956165632,33.4239971322,"615 S BECK AVE TEMPE AZ 85281","candidate location"
"FaID.0648",-111.685998513,33.3837184846,"1750 S POWER RD MESA AZ 85206","candidate location"
"FaID.0649",-111.934312913,33.5794328715,"6840 E GOLD DUST AVE PARADISE VALLEY AZ 85253","candidate location"
"FaID.0650",-111.865409529,33.3160600979,"1260 W DEL RIO ST CHANDLER AZ 85224","candidate location"
"FaID.0651",-112.341617348,33.4364437314,"705 E HILL DR AVONDALE AZ 85323","candidate location"
"FaID.0652",-112.344181394,33.4350204048,"519 E WESTERN AVE AVONDALE AZ 85323","candidate location"
"FaID.0653",-111.96149222,33.4737167945,"2310 N 56TH ST PHOENIX AZ 85008","candidate location"
"FaID.0654",-111.697610897,33.3787827162,"6345 E BASELINE RD GILBERT AZ 85234","candidate location"
"FaID.0655",-112.109820374,33.585250738,"10801 N 24TH AVE PHOENIX AZ 85029","candidate location"
"FaID.0656",-112.045983199,33.4956926478,"4122 N 17TH ST PHOENIX AZ 85016","candidate location"
"FaID.0657",-112.223040926,33.4957210156,"7602 W INDIAN SCHOOL RD PHOENIX AZ 85033","candidate location"
"FaID.0658",-112.29190883,33.4871983702,"10825 W GARDEN LAKES PKWY AVONDALE AZ 85392","candidate location"
"FaID.0659",-112.033099995,33.4556725925,"2224 E FILLMORE ST PHOENIX AZ 85006","candidate location"
"FaID.0660",-111.907768274,33.4018912129,"1824 E LOMA VISTA DR TEMPE AZ 85282","candidate location"
"FaID.0661",-112.169730729,33.5009078902,"4420 N 51ST AVE PHOENIX AZ 85031","candidate location"
"FaID.0662",-112.122593929,33.4938723907,"2991 W FAIRMOUNT AVE PHOENIX AZ 85017","candidate location"
"FaID.0663",-111.635647581,33.4373180398,"9050 E BROWN RD MESA AZ 85207","candidate location"
"FaID.0664",-112.062184548,33.3641192214,"848 E DOBBINS RD PHOENIX AZ 85042","candidate location"
"FaID.0665",-112.246461809,33.4719416818,"8701 W ENCANTO BLVD PHOENIX AZ 85037","candidate location"
"FaID.0666",-111.888082525,33.3297679204,"2728 W OAKGROVE LN CHANDLER AZ 85224","candidate location"
"FaID.0667",-112.226427836,33.7254129763,"7758 W JOMAX RD PEORIA AZ 85383","candidate location"
"FaID.0668",-111.880146105,33.6379898498,"9382 E BAHIA DR SCOTTSDALE AZ 85260","candidate location"
"FaID.0669",-111.897172606,33.4808865432,"8524 E THOMAS RD SCOTTSDALE AZ 85251","candidate location"
"FaID.0670",-112.090335332,33.7165216786,"25435 N 15TH AVE PHOENIX AZ 85085","candidate location"
"FaID.0671",-111.944340893,33.73960476,"6363 E DYNAMITE BLVD CAVE CREEK AZ 85331","candidate location"
"FaID.0672",-111.675134775,33.6343514935,"16304 N FORT MCDOWELL RD FORT MCDOWELL AZ 85264","candidate location"
"FaID.0673",-111.881352686,33.3431213185,"2252 W MESQUITE ST CHANDLER AZ 85224","candidate location"
"FaID.0674",-111.899438682,33.5851926075,"10815 N 84TH ST SCOTTSDALE AZ 85260","candidate location"
"FaID.0675",-111.82866146,33.2755256469,"745 E GERMANN RD CHANDLER AZ 85286","candidate location"
"FaID.0676",-112.081856274,33.4565097159,"625 W MCKINLEY ST PHOENIX AZ 85003","candidate location"
"FaID.0677",-112.277686003,33.6929424254,"23100 N LAKE PLEASANT RD PEORIA AZ 85383","candidate location"
"FaID.0678",-112.196069898,33.6192547831,"6315 W PORT AU PRINCE LN GLENDALE AZ 85306","candidate location"
"FaID.0679",-111.987468956,33.4978208308,"4224 N 44TH ST PHOENIX AZ 85018","candidate location"
"FaID.0680",-111.880818102,33.569149896,"9191 E SAN SALVADOR DR SCOTTSDALE AZ 85258","candidate location"
"FaID.0681",-112.204742071,33.4165087801,"3434 S 67TH AVE PHOENIX AZ 85043","candidate location"
"FaID.0682",-111.816993094,33.4214186827,"655 E UNIVERSITY DR MESA AZ 85203","candidate location"
"FaID.0683",-112.290569405,33.5634733444,"8880 N 107TH AVE PEORIA AZ 85345","candidate location"
"FaID.0684",-111.884544285,33.5777689051,"10101 N 90TH ST SCOTTSDALE AZ 85258","candidate location"
"FaID.0685",-111.921444369,33.4979748595,"4245 N DRINKWATER BLVD SCOTTSDALE AZ 85251","candidate location"
"FaID.0686",-111.960396896,33.4903325667,"3641 N 56TH ST PHOENIX AZ 85018","candidate location"
"FaID.0687",-112.062289535,33.569202844,"9035 N 8TH ST PHOENIX AZ 85020","candidate location"
"FaID.0688",-111.962774951,33.3621559977,"9241 S AVENIDA DEL YAQUI GUADALUPE AZ 85283","candidate location"
"FaID.0689",-112.089337662,33.4906400894,"3702 N 13TH AVE PHOENIX AZ 85013","candidate location"
"FaID.0690",-111.711109206,33.4161799383,"5540 E MAIN ST MESA AZ 85205","candidate location"
"FaID.0691",-111.865098624,33.5818495259,"10585 N 100TH ST SCOTTSDALE AZ 85258","candidate location"
"FaID.0692",-112.08639766,33.4540084234,"1007 W TAYLOR ST PHOENIX AZ 85007","candidate location"
"FaID.0693",-112.058608719,33.4995743211,"1029 E TURNEY AVE PHOENIX AZ 85014","candidate location"
"FaID.0694",-112.352729844,33.4429852888,"420 E LOMA LINDA BLVD GOODYEAR AZ 85338","candidate location"
"FaID.0695",-112.13296967,33.6041312497,"13001 N 35TH AVE PHOENIX AZ 85029","candidate location"
"FaID.0696",-111.896053816,33.5719561618,"8625 E MOUNTAIN VIEW RD SCOTTSDALE AZ 85258","candidate location"
"FaID.0697",-112.053318504,33.656050165,"1330 E UNION HILLS DR PHOENIX AZ 85024","candidate location"
"FaID.0698",-112.073544573,33.4530016826,"411 N CENTRAL AVE PHOENIX AZ 85004","candidate location"
"FaID.0699",-112.06983768,33.48439552,"230 E EARLL DR PHOENIX AZ 85012","candidate location"
"FaID.0700",-111.706229519,33.5910802504,"11445 N SAGUARO BLVD FOUNTAIN HILLS AZ 85268","candidate location"
"FaID.0701",-112.019831397,33.4588096383,"2846 E ROOSEVELT ST PHOENIX AZ 85008","candidate location"
"FaID.0702",-111.938354293,33.4224017538,"714 S MYRTLE AVE TEMPE AZ 85281","candidate location"
"FaID.0703",-111.698470305,33.4223884065,"6159 E UNIVERSITY DR MESA AZ 85205","candidate location"
"FaID.0704",-111.769458478,33.3912990606,"1303 S LINDSAY RD MESA AZ 85204","candidate location"
"FaID.0705",-112.069077501,33.4786735387,"2715 N 3RD ST PHOENIX AZ 85004","candidate location"
"FaID.0706",-112.350577684,33.4423879011,"15 W LOMA LINDA BLVD AVONDALE AZ 85323","candidate location"
"FaID.0707",-111.744961795,33.3683961268,"1005 N VOYAGER DR GILBERT AZ 85234","candidate location"
"FaID.0708",-112.129019664,33.8010275269,"3210 W CANOTIA PL PHOENIX AZ 85086","candidate location"
"FaID.0709",-112.442460236,33.6205440745,"17825 W SIERRA MONTANA LOOP SURPRISE AZ 85388","candidate location"
"FaID.0710",-111.69063851,33.2115114796,"18149 E SAN TAN BLVD QUEEN CREEK AZ 85142","candidate location"
"FaID.0711",-111.813869428,33.4012516085,"761 S HORNE MESA AZ 85204","candidate location"
"FaID.0712",-112.330967744,33.5130550474,"5340 N WIGWAM CREEK BLVD LITCHFIELD PARK AZ 85340","candidate location"
"FaID.0713",-112.370459094,33.6696670983,"14435 W R H JOHNSON BLVD SUN CITY WEST AZ 85375","candidate location"
"FaID.0714",-111.831639237,33.4310785992,"860 N CENTER ST MESA AZ 85201","candidate location"
"FaID.0715",-111.944874642,33.4735704781,"6398 E OAK ST SCOTTSDALE AZ 85257","candidate location"
"FaID.0716",-111.892109521,33.8165955591,"36590 N PIMA RD CAREFREE AZ 85377","candidate location"
"FaID.0717",-112.064313999,33.4011576818,"5005 S 7TH ST PHOENIX AZ 85040","candidate location"
"FaID.0718",-112.01383195,33.6180113204,"14424 N 32ND ST PHOENIX AZ 85032","candidate location"
"FaID.0719",-111.839413433,33.3649177182,"2288 W GUADALUPE RD GILBERT AZ 85233","candidate location"
"FaID.0720",-112.08512574,33.5699522551,"9227 N 10TH AVE PHOENIX AZ 85021","candidate location"
"FaID.0721",-111.822116092,33.422853041,"422 E UNIVERSITY DR MESA AZ 85203","candidate location"
"FaID.0722",-111.670876985,33.4118860538,"225 S 74TH ST MESA AZ 85208","candidate location"
"FaID.0723",-111.935064092,33.5412741627,"7100 N MOCKINGBIRD LN PARADISE VALLEY AZ 85253","candidate location"
"FaID.0724",-111.849337988,33.4036511742,"616 S EXTENSION RD MESA AZ 85210","candidate location"
"FaID.0725",-112.100490586,33.7400192778,"28185 N MELVERN TRL PHOENIX AZ 85085","candidate location"
"FaID.0726",-111.834006895,33.2633125913,"11530 E QUEEN CREEK RD CHANDLER AZ 85286","candidate location"
"FaID.0727",-112.327987528,33.411693902,"3680 S 125TH AVE AVONDALE AZ 85323","candidate location"
"FaID.0728",-112.086800042,33.4589499786,"1018 W ROOSEVELT ST PHOENIX AZ 85007","candidate location"
"FaID.0729",-112.325100629,33.5832663003,"12313 W DESERT COVE RD EL MIRAGE AZ 85335","candidate location"
"FaID.0730",-112.189005474,33.537008664,"6801 N 60TH AVE GLENDALE AZ 85301","candidate location"
"FaID.0731",-112.340721724,33.4442131509,"1015 N DYSART RD AVONDALE AZ 85323","candidate location"
"FaID.0732",-112.387262073,33.6036337933,"15210 W SWEETWATER AVE SURPRISE AZ 85379","candidate location"
"FaID.0733",-112.198572025,33.5170504141,"6448 W MISSOURI AVE GLENDALE AZ 85301","candidate location"
"FaID.0734",-112.373455068,33.6510215102,"14552 W PARKWOOD DR SURPRISE AZ 85374","candidate location"
"FaID.0735",-112.25902877,33.4466856549,"8 S 92ND DR TOLLESON AZ 85353","candidate location"
"FaID.0736",-112.118085657,33.3741717897,"7848 S 27TH AVE LAVEEN AZ 85339","candidate location"
"FaID.0737",-111.93356714,33.7943696064,"34034 N 69TH WAY SCOTTSDALE AZ 85266","candidate location"
"FaID.0738",-112.27425537,33.618043054,"14808 N BOSWELL BLVD SUN CITY AZ 85351","candidate location"
"FaID.0739",-112.362154781,33.4821950357,"3095 N 140TH AVE GOODYEAR AZ 85395","candidate location"
"FaID.0740",-111.864917972,33.4209823709,"301 N LONGMORE MESA AZ 85201","candidate location"
"FaID.0741",-111.790505995,33.360999137,"610 N GILBERT RD GILBERT AZ 85234","candidate location"
"FaID.0742",-112.098402764,33.5738357195,"1822 W VOGEL AVE PHOENIX AZ 85021","candidate location"
"FaID.0743",-112.165299248,33.6537542049,"4901 W UNION HILLS DR GLENDALE AZ 85308","candidate location"
"FaID.0744",-111.951173756,33.4227178264,"920 W UNIVERSITY DR TEMPE AZ 85281","candidate location"
"FaID.0745",-111.731195666,33.3147706655,"2700 E GALVESTON ST GILBERT AZ 85295","candidate location"
"FaID.0746",-112.04097661,33.5344343331,"1845 E OCOTILLO RD PHOENIX AZ 85016","candidate location"
"FaID.0747",-111.618027915,33.3723169379,"2339 S CRISMON RD MESA AZ 85209","candidate location"
"FaID.0748",-112.14327015,33.6244138323,"15220 N 39TH AVE PHOENIX AZ 85053","candidate location"
"FaID.0749",-112.025788671,33.6302670191,"2606 E GREENWAY PKWY PHOENIX AZ 85032","candidate location"
"FaID.0750",-111.901228072,33.3107224556,"3375 W GALVESTON ST CHANDLER AZ 85226","candidate location"
"FaID.0751",-112.427437798,33.6381649221,"17111 W BELL RD SURPRISE AZ 85388","candidate location"
"FaID.0752",-111.816525146,33.3575884774,"510 N HORNE ST GILBERT AZ 85233","candidate location"
"FaID.0753",-111.976028483,33.6339427085,"16215 N TATUM BLVD PHOENIX AZ 85032","candidate location"
"FaID.0754",-111.737190464,33.2819755354,"3775 S GREENFIELD RD GILBERT AZ 85297","candidate location"
"FaID.0755",-111.927587499,33.333989267,"975 E WARNER RD TEMPE AZ 85284","candidate location"
"FaID.0756",-111.966125518,33.5830337041,"5320 E SHEA BLVD SCOTTSDALE AZ 85254","candidate location"
"FaID.0757",-112.098689564,33.5288542835,"1835 W MARLETTE AVE PHOENIX AZ 85015","candidate location"
"FaID.0758",-112.266560687,33.5752244555,"9620 W BROWN ST PEORIA AZ 85345","candidate location"
"FaID.0759",-111.91005845,33.4744490422,"2340 N HAYDEN RD SCOTTSDALE AZ 85257","candidate location"
"FaID.0760",-111.921115478,33.5234646973,"7405 E MCDONALD DR SCOTTSDALE AZ 85250","candidate location"
"FaID.0761",-112.054733414,33.4889495653,"1301 E WHITTON AVE PHOENIX AZ 85014","candidate location"
"FaID.0762",-112.12630613,33.5894941504,"3101 W CHOLLA ST PHOENIX AZ 85029","candidate location"
"FaID.0763",-111.876240442,33.6188323129,"14684 N FRANK LLOYD WRIGHT BLVD SCOTTSDALE AZ 85260","candidate location"
"FaID.0764",-111.73975599,33.3685925107,"950 N GREENFIELD RD GILBERT AZ 85234","candidate location"
"FaID.0765",-112.114149059,33.4888970147,"2526 W OSBORN RD PHOENIX AZ 85017","candidate location"
"FaID.0766",-112.316554031,33.6083737943,"11905 W THUNDERBIRD RD EL MIRAGE AZ 85335","candidate location"
"FaID.0767",-112.166719908,33.671836546,"4950 W TONOPAH DR GLENDALE AZ 85308","candidate location"
"FaID.0768",-111.927194283,33.5970500595,"12201 N 71ST ST SCOTTSDALE AZ 85254","candidate location"
"FaID.0769",-111.729029367,33.5983177432,"16239 E IRONWOOD DR FOUNTAIN HILLS AZ 85268","candidate location"
"FaID.0770",-112.366299769,33.6297308209,"14250 W STATLER PLZ SURPRISE AZ 85374","candidate location"
"FaID.0771",-112.117410143,33.6191267105,"14600 N BLACK CANYON HWY PHOENIX AZ 85053","candidate location"
"FaID.0772",-111.896944317,33.392345719,"2085 E SOUTHERN AVE TEMPE AZ 85282","candidate location"
"FaID.0773",-112.074170145,33.4033852364,"4732 S CENTRAL AVE PHOENIX AZ 85040","candidate location"
"FaID.0774",-111.804872163,33.4282477725,"717 N STAPLEY DR MESA AZ 85203","candidate location"
"FaID.0775",-111.672631795,33.437241851,"7337 E GREENWAY ST MESA AZ 85207","candidate location"
"FaID.0776",-112.102648993,33.6665473104,"2001 W WAHALLA LN PHOENIX AZ 85027","candidate location"
"FaID.0777",-112.179730786,33.5416087291,"5602 W PALMAIRE AVE GLENDALE AZ 85301","candidate location"
"FaID.0778",-112.330175706,33.6576294847,"19002 N 128TH AVE SUN CITY WEST AZ 85375","candidate location"
"FaID.0779",-111.797187456,33.4294780447,"1551 E 8TH ST MESA AZ 85203","candidate location"
"FaID.0780",-111.794305794,33.3223454798,"1520 S CATALINA ST GILBERT AZ 85233","candidate location"
"FaID.0781",-111.801985218,33.4220121368,"1345 E UNIVERSITY DR MESA AZ 85203","candidate location"
"FaID.0782",-112.033475565,33.5320268023,"2202 E MARYLAND DR PHOENIX AZ 85016","candidate location"
"FaID.0783",-111.967610945,33.5021299807,"5225 E CAMELBACK RD PHOENIX AZ 85018","candidate location"
"FaID.0784",-112.068016973,33.376834873,"635 E BASELINE RD PHOENIX AZ 85042","candidate location"
"FaID.0785",-112.37990997,33.6561448976,"14800 W MOUNTAIN VIEW BLVD SURPRISE AZ 85374","candidate location"
"FaID.0786",-112.029861626,33.6680031152,"20001 N CAVE CREEK RD PHOENIX AZ 85024","candidate location"
"FaID.0787",-111.949242375,33.7695237262,"6107 E LONE MOUNTAIN RD CAVE CREEK AZ 85331","candidate location"
"FaID.0788",-112.139439621,33.5460881963,"3710 W ORANGEWOOD AVE PHOENIX AZ 85051","candidate location"
"FaID.0789",-111.769898678,33.4271775769,"2835 E DES MOINES ST MESA AZ 85213","candidate location"
"FaID.0790",-112.334039735,33.4127899142,"3628 S 127TH AVE AVONDALE AZ 85323","candidate location"
"FaID.0791",-112.099049946,33.5898256903,"11411 N 19TH AVE PHOENIX AZ 85029","candidate location"
"FaID.0792",-111.927406627,33.7699761557,"7171 E LONE MOUNTAIN RD SCOTTSDALE AZ 85266","candidate location"
"FaID.0793",-112.32649164,33.584327037,"12320 W DESERT COVE RD EL MIRAGE AZ 85335","candidate location"
"FaID.0794",-112.212464989,33.5087634594,"4911 N 72ND AVE PHOENIX AZ 85033","candidate location"
"FaID.0795",-111.705126341,33.3321255507,"1010 S RECKER RD GILBERT AZ 85296","candidate location"
"FaID.0796",-111.806372217,33.3431767775,"331 S COOPER RD GILBERT AZ 85233","candidate location"
"FaID.0797",-112.289576072,33.5719933307,"9749 N 107TH AVE SUN CITY AZ 85351","candidate location"
"FaID.0798",-111.866747166,33.4686338677,"1880 N LONGMORE RD SCOTTSDALE AZ 85256","candidate location"
"FaID.0799",-112.084308594,33.4548664898,"745 W FILLMORE ST PHOENIX AZ 85007","candidate location"
"FaID.0800",-111.8405602,33.4321737586,"924 N COUNTRY CLUB DR MESA AZ 85201","candidate location"
"FaID.0801",-111.674630393,33.4303796901,"7302 E ADOBE ST MESA AZ 85207","candidate location"
"FaID.0802",-112.325765417,33.6111420305,"14011 N 1ST AVE EL MIRAGE AZ 85335","candidate location"
"FaID.0803",-112.300144814,33.4344733642,"11202 W JOBLANCA RD AVONDALE AZ 85323","candidate location"
"FaID.0804",-112.03063982,33.477936555,"2728 N 24TH ST PHOENIX AZ 85008","candidate location"
"FaID.0805",-112.270969027,33.7182986311,"9812 W YEARLING RD PEORIA AZ 85383","candidate location"
"FaID.0806",-111.59399535,33.3201284853,"11121 E RAY RD MESA AZ 85212","candidate location"
"FaID.0807",-112.069028282,33.4492086995,"111 N 3RD ST PHOENIX AZ 85004","candidate location"
"FaID.0808",-111.885199495,33.5974130933,"9080 E CACTUS RD SCOTTSDALE AZ 85260","candidate location"
"FaID.0809",-111.881335528,33.3916481349,"2645 E SOUTHERN AVE TEMPE AZ 85282","candidate location"
"FaID.0810",-111.882657255,33.2188467598,"9248 E RIGGS RD SUN LAKES AZ 85248","candidate location"
"FaID.0811",-112.342328366,33.4918251589,"901 E PLAZA CIR LITCHFIELD PARK AZ 85340","candidate location"
"FaID.0812",-112.103651616,33.551707811,"2055 W NORTHERN AVE PHOENIX AZ 85021","candidate location"
"FaID.0813",-111.810245398,33.4218673484,"955 E UNIVERSITY DR MESA AZ 85203","candidate location"
"FaID.0814",-112.340564872,33.6361471759,"13016 W ELM ST SURPRISE AZ 85378","candidate location"
"FaID.0815",-111.947528134,33.4079396424,"530 W BROADWAY RD TEMPE AZ 85282","candidate location"
"FaID.0816",-112.091947882,33.477208939,"2700 N 15TH AVE PHOENIX AZ 85007","candidate location"
"FaID.0817",-111.746083995,33.4186834971,"150 N SULLEYS DR MESA AZ 85205","candidate location"
"FaID.0818",-111.84646898,33.4166014371,"708 W PEPPER PL MESA AZ 85201","candidate location"
"FaID.0819",-112.048321768,33.3702635828,"1607 E SOUTH MOUNTAIN AVE PHOENIX AZ 85042","candidate location"
"FaID.0820",-112.196152497,33.6430670167,"17334 N 63RD AVE GLENDALE AZ 85308","candidate location"
"FaID.0821",-111.826457321,33.2732003713,"2250 S MCQUEEN RD CHANDLER AZ 85286","candidate location"
"FaID.0822",-111.804441708,33.4121987834,"1223 E DANA AVE MESA AZ 85204","candidate location"
"FaID.0823",-111.794096037,33.4083847946,"1720 E BROADWAY RD MESA AZ 85204","candidate location"
"FaID.0824",-112.303077565,33.4450929067,"11350 W CIVIC CENTER DR AVONDALE AZ 85323","candidate location"
"FaID.0825",-112.242535631,33.4828986047,"8502 W PINCHOT AVE PHOENIX AZ 85037","candidate location"
"FaID.0826",-112.231967932,33.5098402357,"8024 W CAMELBACK RD GLENDALE AZ 85303","candidate location"
"FaID.0827",-112.143285935,33.6222601731,"15016 N 39TH AVE PHOENIX AZ 85053","candidate location"
"FaID.0828",-111.857252282,33.3208324133,"890 W RAY RD CHANDLER AZ 85225","candidate location"
"FaID.0829",-112.145424855,33.6551588653,"4002 W UNION HILLS DR GLENDALE AZ 85308","candidate location"
"FaID.0830",-111.927689221,33.4070101567,"707 E BROADWAY RD TEMPE AZ 85282","candidate location"
"FaID.0831",-112.191637317,33.5666715957,"6129 W OLIVE AVE GLENDALE AZ 85302","candidate location"
"FaID.0832",-111.600691509,33.3675140146,"2605 S SIGNAL BUTTE RD MESA AZ 85209","candidate location"
"FaID.0833",-112.052530783,33.5803390861,"10301 N CAVE CREEK RD PHOENIX AZ 85020","candidate location"
"FaID.0834",-112.088494849,33.6488056397,"17871 N 13TH AVE PHOENIX AZ 85023","candidate location"
"FaID.0835",-112.09750589,33.5295763458,"1745 W STELLA LN PHOENIX AZ 85015","candidate location"
"FaID.0836",-112.325444531,33.6100400924,"12308 W THUNDERBIRD RD EL MIRAGE AZ 85335","candidate location"
"FaID.0837",-112.015231009,33.5710389358,"3030 E MISSION LN PHOENIX AZ 85028","candidate location"
"FaID.0838",-111.920668496,33.4882605556,"7408 E OSBORN RD SCOTTSDALE AZ 85251","candidate location"
"FaID.0839",-112.359747443,33.481724941,"3075 N LITCHFIELD RD GOODYEAR AZ 85395","candidate location"
"FaID.0840",-112.134963801,33.5209826234,"5702 N 35TH AVE PHOENIX AZ 85017","candidate location"
"FaID.0841",-112.061539203,33.4969447544,"931 E DEVONSHIRE AVE PHOENIX AZ 85014","candidate location"
"FaID.0842",-112.05549757,33.4080222733,"4215 S 12TH ST PHOENIX AZ 85040","candidate location"
"FaID.0843",-111.924588377,33.4963397079,"7325 E 3RD AVE SCOTTSDALE AZ 85251","candidate location"
"FaID.0844",-112.214875806,33.6654598387,"7201 W BEARDSLEY RD GLENDALE AZ 85308","candidate location"
"FaID.0845",-112.14367438,33.4730485189,"3901 W ENCANTO BLVD PHOENIX AZ 85009","candidate location"
"FaID.0846",-112.19034478,33.5620204862,"8561 N 61ST AVE GLENDALE AZ 85302","candidate location"
"FaID.0847",-111.814030171,33.5835053393,"10700 N 124TH ST SCOTTSDALE AZ 85259","candidate location"
"FaID.0848",-112.063880327,33.5765961328,"9844 N 7TH PL PHOENIX AZ 85020","candidate location"
"FaID.0849",-111.973406078,33.3084415514,"15221 S 50TH ST PHOENIX AZ 85044","candidate location"
"FaID.0850",-112.064831268,33.4035954462,"4628 S 7TH ST PHOENIX AZ 85040","candidate location"
"FaID.0851",-111.97805076,33.6505535995,"18010 N TATUM BLVD PHOENIX AZ 85032","candidate location"
"FaID.0852",-111.807802295,33.2950371217,"650 S COOPER RD CHANDLER AZ 85225","candidate location"
"FaID.0853",-111.900070842,33.4884990844,"3543 N GRANITE REEF RD SCOTTSDALE AZ 85251","candidate location"
"FaID.0854",-112.586779816,33.3732747034,"403 N 4TH ST BUCKEYE AZ 85326","candidate location"
"FaID.0855",-112.587670818,33.3731735178,"302 E EASON AVE BUCKEYE AZ 85326","candidate location"
"FaID.0856",-111.936161975,33.4228545567,"215 E 7TH ST TEMPE AZ 85281","candidate location"
"FaID.0857",-111.981071585,33.3462612434,"11002 S 48TH ST PHOENIX AZ 85044","candidate location"
"FaID.0858",-111.91827067,33.3644387974,"1230 E GUADALUPE RD TEMPE AZ 85283","candidate location"
"FaID.0859",-112.070784542,33.4051336005,"4445 S 2ND ST PHOENIX AZ 85040","candidate location"
"FaID.0860",-112.149800102,33.6401471884,"4232 W BELL RD GLENDALE AZ 85308","candidate location"
"FaID.0861",-111.795742359,33.4421295754,"1455 N HARRIS DR MESA AZ 85203","candidate location"
